Hours since 00:00 Jan 1,Hourly Data: AC inverter power (W)
1008.5,0.0
1009.5,0.0
1010.5,0.0
1011.5,0.0
1012.5,0.0
1013.5,0.0
1014.5,0.0
1015.5,62.5387
1016.5,150.172
1017.5,151.882
1018.5,630.394
1019.5,717.502
1020.5,498.71
1021.5,494.954
1022.5,442.853
1023.5,136.549
1024.5,26.034000000000002
1025.5,0.0
1026.5,0.0
1027.5,0.0
1028.5,0.0
1029.5,0.0
1030.5,0.0
1031.5,0.0
1032.5,0.0
1033.5,0.0
1034.5,0.0
1035.5,0.0
1036.5,0.0
1037.5,0.0
1038.5,0.0
1039.5,72.9553
1040.5,179.489
1041.5,286.629
1042.5,373.519
1043.5,487.95
1044.5,477.915
1045.5,396.161
1046.5,293.805
1047.5,192.91
1048.5,91.41799999999999
1049.5,0.0
1050.5,0.0
1051.5,0.0
1052.5,0.0
1053.5,0.0
1054.5,0.0
1055.5,0.0
1056.5,0.0
1057.5,0.0
1058.5,0.0
1059.5,0.0
1060.5,0.0
1061.5,0.0
1062.5,0.0
1063.5,14.677
1064.5,43.8165
1065.5,68.22399999999999
1066.5,130.865
1067.5,123.37899999999999
1068.5,132.31
1069.5,161.357
1070.5,153.593
1071.5,92.1295
1072.5,33.2783
1073.5,0.0
1074.5,0.0
1075.5,0.0
1076.5,0.0
1077.5,0.0
1078.5,0.0
1079.5,0.0
1080.5,0.0
1081.5,0.0
1082.5,0.0
1083.5,0.0
1084.5,0.0
1085.5,0.0
1086.5,0.0
1087.5,110.615
1088.5,316.597
1089.5,517.622
1090.5,650.986
1091.5,708.669
1092.5,705.3580000000001
1093.5,643.4540000000001
1094.5,519.4540000000001
1095.5,339.94199999999995
1096.5,141.015
1097.5,0.0
1098.5,0.0
1099.5,0.0
1100.5,0.0
1101.5,0.0
1102.5,0.0
1103.5,0.0
1104.5,0.0
1105.5,0.0
1106.5,0.0
1107.5,0.0
1108.5,0.0
1109.5,0.0
1110.5,0.0
1111.5,127.057
1112.5,347.931
1113.5,535.799
1114.5,670.058
1115.5,730.992
1116.5,728.203
1117.5,682.702
1118.5,568.076
1119.5,392.64
1120.5,174.445
1121.5,0.0
1122.5,0.0
1123.5,0.0
1124.5,0.0
1125.5,0.0
1126.5,0.0
1127.5,0.0
1128.5,0.0
1129.5,0.0
1130.5,0.0
1131.5,0.0
1132.5,0.0
1133.5,0.0
1134.5,0.0
1135.5,133.322
1136.5,355.121
1137.5,547.622
1138.5,679.243
1139.5,744.216
1140.5,745.7769999999999
1141.5,677.584
1142.5,548.1709999999999
1143.5,370.699
1144.5,155.547
1145.5,0.0
1146.5,0.0
1147.5,0.0
1148.5,0.0
1149.5,0.0
1150.5,0.0
1151.5,0.0
1152.5,0.0
1153.5,0.0
1154.5,0.0
1155.5,0.0
1156.5,0.0
1157.5,0.0
1158.5,0.0
1159.5,23.2551
1160.5,71.9809
1161.5,110.014
1162.5,116.615
1163.5,129.477
1164.5,116.961
1165.5,123.913
1166.5,113.27
1167.5,65.4311
1168.5,20.3995
1169.5,0.0
1170.5,0.0
1171.5,0.0
1172.5,0.0
1173.5,0.0
1174.5,0.0
1175.5,0.0
1176.5,0.0
1177.5,0.0
1178.5,0.0
1179.5,0.0
1180.5,0.0
1181.5,0.0
1182.5,0.0
1183.5,20.5138
1184.5,144.767
1185.5,176.36
1186.5,153.431
1187.5,215.095
1188.5,335.189
1189.5,567.057
1190.5,225.59900000000002
1191.5,19.0822
1192.5,132.748
1193.5,0.0
1194.5,0.0
1195.5,0.0
1196.5,0.0
1197.5,0.0
1198.5,0.0
1199.5,0.0
1200.5,0.0
1201.5,0.0
1202.5,0.0
1203.5,0.0
1204.5,0.0
1205.5,0.0
1206.5,0.0
1207.5,54.9063
1208.5,142.086
1209.5,231.05
1210.5,302.885
1211.5,346.402
1212.5,342.195
1213.5,281.589
1214.5,277.765
1215.5,209.623
1216.5,73.6565
1217.5,0.0
1218.5,0.0
1219.5,0.0
1220.5,0.0
1221.5,0.0
1222.5,0.0
1223.5,0.0
1224.5,0.0
1225.5,0.0
1226.5,0.0
1227.5,0.0
1228.5,0.0
1229.5,0.0
1230.5,0.0
1231.5,16.0141
1232.5,63.8576
1233.5,137.083
1234.5,155.216
1235.5,155.963
1236.5,154.844
1237.5,169.044
1238.5,130.43200000000002
1239.5,66.2233
1240.5,48.0811
1241.5,0.0
1242.5,0.0
1243.5,0.0
1244.5,0.0
1245.5,0.0
1246.5,0.0
1247.5,0.0
1248.5,0.0
1249.5,0.0
1250.5,0.0
1251.5,0.0
1252.5,0.0
1253.5,0.0
1254.5,0.0
1255.5,112.928
1256.5,231.365
1257.5,263.66900000000004
1258.5,233.785
1259.5,488.08099999999996
1260.5,519.014
1261.5,624.821
1262.5,532.315
1263.5,314.04
1264.5,152.004
1265.5,0.0
1266.5,0.0
1267.5,0.0
1268.5,0.0
1269.5,0.0
1270.5,0.0
1271.5,0.0
1272.5,0.0
1273.5,0.0
1274.5,0.0
1275.5,0.0
1276.5,0.0
1277.5,0.0
1278.5,0.0
1279.5,110.454
1280.5,276.072
1281.5,401.423
1282.5,523.571
1283.5,651.577
1284.5,574.849
1285.5,515.966
1286.5,429.99199999999996
1287.5,210.646
1288.5,98.7718
1289.5,0.0
1290.5,0.0
1291.5,0.0
1292.5,0.0
1293.5,0.0
1294.5,0.0
1295.5,0.0
1296.5,0.0
1297.5,0.0
1298.5,0.0
1299.5,0.0
1300.5,0.0
1301.5,0.0
1302.5,0.0
1303.5,120.05799999999999
1304.5,321.612
1305.5,529.92
1306.5,645.626
1307.5,636.64
1308.5,569.526
1309.5,560.234
1310.5,369.06
1311.5,223.47099999999998
1312.5,111.50399999999999
1313.5,0.0
1314.5,0.0
1315.5,0.0
1316.5,0.0
1317.5,0.0
1318.5,0.0
1319.5,0.0
1320.5,0.0
1321.5,0.0
1322.5,0.0
1323.5,0.0
1324.5,0.0
1325.5,0.0
1326.5,0.0
1327.5,136.069
1328.5,342.615
1329.5,527.8969999999999
1330.5,642.4540000000001
1331.5,696.2710000000001
1332.5,700.9119999999999
1333.5,637.4
1334.5,538.44
1335.5,366.343
1336.5,166.855
1337.5,0.0
1338.5,0.0
1339.5,0.0
1340.5,0.0
1341.5,0.0
1342.5,0.0
1343.5,0.0
1344.5,0.0
1345.5,0.0
1346.5,0.0
1347.5,0.0
1348.5,0.0
1349.5,0.0
1350.5,0.0
1351.5,135.731
1352.5,311.26599999999996
1353.5,421.75
1354.5,565.205
1355.5,575.757
1356.5,629.405
1357.5,600.071
1358.5,523.361
1359.5,370.917
1360.5,165.354
1361.5,0.271957
1362.5,0.0
1363.5,0.0
1364.5,0.0
1365.5,0.0
1366.5,0.0
1367.5,0.0
1368.5,0.0
1369.5,0.0
1370.5,0.0
1371.5,0.0
1372.5,0.0
1373.5,0.0
1374.5,0.0
1375.5,26.9759
1376.5,69.7865
1377.5,94.1383
1378.5,99.8213
1379.5,104.978
1380.5,134.429
1381.5,126.39
1382.5,138.774
1383.5,75.1292
1384.5,27.3578
1385.5,0.0
1386.5,0.0
1387.5,0.0
1388.5,0.0
1389.5,0.0
1390.5,0.0
1391.5,0.0
1392.5,0.0
1393.5,0.0
1394.5,0.0
1395.5,0.0
1396.5,0.0
1397.5,0.0
1398.5,0.0
1399.5,43.6429
1400.5,148.54
1401.5,235.34799999999998
1402.5,344.406
1403.5,307.313
1404.5,230.298
1405.5,225.976
1406.5,172.53599999999997
1407.5,168.123
1408.5,59.2398
1409.5,0.0
1410.5,0.0
1411.5,0.0
1412.5,0.0
1413.5,0.0
1414.5,0.0
1415.5,0.0
2160.5,0.0
2161.5,0.0
2162.5,0.0
2163.5,0.0
2164.5,0.0
2165.5,0.0
2166.5,82.2328
2167.5,275.499
2168.5,464.19599999999997
2169.5,605.464
2170.5,708.192
2171.5,759.873
2172.5,753.498
2173.5,696.033
2174.5,574.85
2175.5,423.57099999999997
2176.5,231.422
2177.5,55.4849
2178.5,0.0
2179.5,0.0
2180.5,0.0
2181.5,0.0
2182.5,0.0
2183.5,0.0
2184.5,0.0
2185.5,0.0
2186.5,0.0
2187.5,0.0
2188.5,0.0
2189.5,0.0
2190.5,16.8666
2191.5,39.6113
2192.5,199.61599999999999
2193.5,449.065
2194.5,366.895
2195.5,302.42900000000003
2196.5,155.653
2197.5,306.03
2198.5,58.2257
2199.5,127.891
2200.5,131.33100000000002
2201.5,47.7808
2202.5,0.0
2203.5,0.0
2204.5,0.0
2205.5,0.0
2206.5,0.0
2207.5,0.0
2208.5,0.0
2209.5,0.0
2210.5,0.0
2211.5,0.0
2212.5,0.0
2213.5,0.0
2214.5,78.2784
2215.5,260.02099999999996
2216.5,430.81
2217.5,545.731
2218.5,657.515
2219.5,682.355
2220.5,675.67
2221.5,570.339
2222.5,514.181
2223.5,420.85699999999997
2224.5,212.551
2225.5,57.2069
2226.5,0.0
2227.5,0.0
2228.5,0.0
2229.5,0.0
2230.5,0.0
2231.5,0.0
2232.5,0.0
2233.5,0.0
2234.5,0.0
2235.5,0.0
2236.5,0.0
2237.5,0.0
2238.5,90.4592
2239.5,281.844
2240.5,457.034
2241.5,580.372
2242.5,658.2819999999999
2243.5,691.0310000000001
2244.5,695.253
2245.5,635.102
2246.5,548.137
2247.5,411.582
2248.5,237.9
2249.5,62.3735
2250.5,0.0
2251.5,0.0
2252.5,0.0
2253.5,0.0
2254.5,0.0
2255.5,0.0
2256.5,0.0
2257.5,0.0
2258.5,0.0
2259.5,0.0
2260.5,0.0
2261.5,0.0
2262.5,47.4611
2263.5,77.7204
2264.5,143.878
2265.5,237.075
2266.5,141.709
2267.5,225.77
2268.5,247.209
2269.5,366.18
2270.5,240.011
2271.5,158.965
2272.5,89.43799999999999
2273.5,48.6203
2274.5,0.0
2275.5,0.0
2276.5,0.0
2277.5,0.0
2278.5,0.0
2279.5,0.0
2280.5,0.0
2281.5,0.0
2282.5,0.0
2283.5,0.0
2284.5,0.0
2285.5,0.0
2286.5,83.7073
2287.5,162.216
2288.5,315.309
2289.5,654.679
2290.5,589.743
2291.5,371.11800000000005
2292.5,625.595
2293.5,210.308
2294.5,49.8359
2295.5,28.4731
2296.5,15.1396
2297.5,2.52405
2298.5,0.0
2299.5,0.0
2300.5,0.0
2301.5,0.0
2302.5,0.0
2303.5,0.0
2304.5,0.0
2305.5,0.0
2306.5,0.0
2307.5,0.0
2308.5,0.0
2309.5,0.0
2310.5,79.2547
2311.5,198.88099999999997
2312.5,309.067
2313.5,428.339
2314.5,477.835
2315.5,489.49699999999996
2316.5,537.989
2317.5,533.068
2318.5,457.773
2319.5,344.648
2320.5,201.18400000000003
2321.5,54.8022
2322.5,0.0
2323.5,0.0
2324.5,0.0
2325.5,0.0
2326.5,0.0
2327.5,0.0
2328.5,0.0
2329.5,0.0
2330.5,0.0
2331.5,0.0
2332.5,0.0
2333.5,0.0
2334.5,35.2745
2335.5,86.4523
2336.5,131.591
2337.5,172.203
2338.5,203.72
2339.5,230.065
2340.5,222.092
2341.5,199.18900000000002
2342.5,160.253
2343.5,121.206
2344.5,77.0965
2345.5,27.2847
2346.5,0.0
2347.5,0.0
2348.5,0.0
2349.5,0.0
2350.5,0.0
2351.5,0.0
2352.5,0.0
2353.5,0.0
2354.5,0.0
2355.5,0.0
2356.5,0.0
2357.5,0.0
2358.5,79.6042
2359.5,202.11
2360.5,298.478
2361.5,366.70599999999996
2362.5,433.082
2363.5,461.63
2364.5,471.88599999999997
2365.5,419.718
2366.5,344.62300000000005
2367.5,247.575
2368.5,145.588
2369.5,52.3755
2370.5,0.0
2371.5,0.0
2372.5,0.0
2373.5,0.0
2374.5,0.0
2375.5,0.0
2376.5,0.0
2377.5,0.0
2378.5,0.0
2379.5,0.0
2380.5,0.0
2381.5,3.3149900000000003
2382.5,91.2927
2383.5,279.70599999999996
2384.5,485.727
2385.5,652.362
2386.5,802.3
2387.5,476.814
2388.5,68.3334
2389.5,51.081
2390.5,42.3361
2391.5,31.0192
2392.5,17.1313
2393.5,3.15212
2394.5,0.0
2395.5,0.0
2396.5,0.0
2397.5,0.0
2398.5,0.0
2399.5,0.0
2400.5,0.0
2401.5,0.0
2402.5,0.0
2403.5,0.0
2404.5,0.0
2405.5,0.0
2406.5,37.8514
2407.5,95.1549
2408.5,147.232
2409.5,185.65
2410.5,225.56400000000002
2411.5,260.26
2412.5,260.658
2413.5,238.50599999999997
2414.5,194.854
2415.5,145.659
2416.5,86.31
2417.5,30.4395
2418.5,0.0
2419.5,0.0
2420.5,0.0
2421.5,0.0
2422.5,0.0
2423.5,0.0
2424.5,0.0
2425.5,0.0
2426.5,0.0
2427.5,0.0
2428.5,0.0
2429.5,0.0
2430.5,67.225
2431.5,144.687
2432.5,283.95
2433.5,272.515
2434.5,295.913
2435.5,341.58099999999996
2436.5,113.37799999999999
2437.5,63.0773
2438.5,90.96799999999999
2439.5,146.629
2440.5,156.33
2441.5,86.6235
2442.5,0.0
2443.5,0.0
2444.5,0.0
2445.5,0.0
2446.5,0.0
2447.5,0.0
2448.5,0.0
2449.5,0.0
2450.5,0.0
2451.5,0.0
2452.5,0.0
2453.5,0.0
2454.5,8.68335
2455.5,49.8043
2456.5,105.11399999999999
2457.5,103.914
2458.5,153.797
2459.5,142.515
2460.5,206.65599999999998
2461.5,303.13599999999997
2462.5,318.332
2463.5,285.543
2464.5,190.64
2465.5,67.7035
2466.5,0.0
2467.5,0.0
2468.5,0.0
2469.5,0.0
2470.5,0.0
2471.5,0.0
2472.5,0.0
2473.5,0.0
2474.5,0.0
2475.5,0.0
2476.5,0.0
2477.5,0.0
2478.5,46.1896
2479.5,134.555
2480.5,224.666
2481.5,209.94299999999998
2482.5,241.13299999999998
2483.5,313.028
2484.5,269.422
2485.5,183.71
2486.5,268.464
2487.5,140.173
2488.5,15.9328
2489.5,18.5145
2490.5,0.0
2491.5,0.0
2492.5,0.0
2493.5,0.0
2494.5,0.0
2495.5,0.0
2496.5,0.0
2497.5,0.0
2498.5,0.0
2499.5,0.0
2500.5,0.0
2501.5,3.7127
2502.5,120.83200000000001
2503.5,313.716
2504.5,487.72900000000004
2505.5,631.9590000000001
2506.5,743.7289999999999
2507.5,797.579
2508.5,774.699
2509.5,688.105
2510.5,582.137
2511.5,430.908
2512.5,244.21
2513.5,70.8489
2514.5,0.0
2515.5,0.0
2516.5,0.0
2517.5,0.0
2518.5,0.0
2519.5,0.0
2520.5,0.0
2521.5,0.0
2522.5,0.0
2523.5,0.0
2524.5,0.0
2525.5,0.0
2526.5,30.5706
2527.5,60.7463
2528.5,118.751
2529.5,168.315
2530.5,182.26
2531.5,187.727
2532.5,177.78400000000002
2533.5,208.571
2534.5,137.493
2535.5,100.929
2536.5,57.6129
2537.5,14.8413
2538.5,0.0
2539.5,0.0
2540.5,0.0
2541.5,0.0
2542.5,0.0
2543.5,0.0
2544.5,0.0
2545.5,0.0
2546.5,0.0
2547.5,0.0
2548.5,0.0
2549.5,5.50667
2550.5,123.991
2551.5,309.671
2552.5,480.87
2553.5,591.2130000000001
2554.5,672.302
2555.5,710.78
2556.5,706.225
2557.5,658.5110000000001
2558.5,565.247
2559.5,425.462
2560.5,246.729
2561.5,71.4611
2562.5,0.0
2563.5,0.0
2564.5,0.0
2565.5,0.0
2566.5,0.0
2567.5,0.0
2568.5,0.0
2569.5,0.0
2570.5,0.0
2571.5,0.0
2572.5,0.0
2573.5,6.62487
2574.5,133.15
2575.5,334.61
2576.5,522.602
2577.5,657.68
2578.5,743.737
2579.5,786.873
2580.5,779.3810000000001
2581.5,721.948
2582.5,609.243
2583.5,457.12
2584.5,261.736
2585.5,75.2029
2586.5,0.0
2587.5,0.0
2588.5,0.0
2589.5,0.0
2590.5,0.0
2591.5,0.0
2592.5,0.0
2593.5,0.0
2594.5,0.0
2595.5,0.0
2596.5,0.0
2597.5,4.791580000000001
2598.5,107.29700000000001
2599.5,232.50599999999997
2600.5,351.715
2601.5,384.593
2602.5,472.974
2603.5,477.108
2604.5,485.22900000000004
2605.5,416.35400000000004
2606.5,285.964
2607.5,254.735
2608.5,152.013
2609.5,55.1598
2610.5,0.0
2611.5,0.0
2612.5,0.0
2613.5,0.0
2614.5,0.0
2615.5,0.0
2616.5,0.0
2617.5,0.0
2618.5,0.0
2619.5,0.0
2620.5,0.0
2621.5,0.0
2622.5,46.4173
2623.5,26.0317
2624.5,242.226
2625.5,235.25
2626.5,264.316
2627.5,407.469
2628.5,515.597
2629.5,457.798
2630.5,656.622
2631.5,447.353
2632.5,187.774
2633.5,51.0675
2634.5,0.0
2635.5,0.0
2636.5,0.0
2637.5,0.0
2638.5,0.0
2639.5,0.0
2640.5,0.0
2641.5,0.0
2642.5,0.0
2643.5,0.0
2644.5,0.0
2645.5,10.1833
2646.5,127.809
2647.5,305.991
2648.5,484.024
2649.5,622.872
2650.5,720.15
2651.5,765.788
2652.5,748.257
2653.5,677.36
2654.5,570.155
2655.5,433.105
2656.5,260.305
2657.5,78.7338
2658.5,0.0
2659.5,0.0
2660.5,0.0
2661.5,0.0
2662.5,0.0
2663.5,0.0
2664.5,0.0
2665.5,0.0
2666.5,0.0
2667.5,0.0
2668.5,0.0
2669.5,11.9664
2670.5,141.1
2671.5,344.58099999999996
2672.5,526.904
2673.5,668.941
2674.5,760.419
2675.5,809.127
2676.5,788.98
2677.5,729.2819999999999
2678.5,622.839
2679.5,470.499
2680.5,271.974
2681.5,84.6681
2682.5,0.037692800000000005
2683.5,0.0
2684.5,0.0
2685.5,0.0
2686.5,0.0
2687.5,0.0
2688.5,0.0
2689.5,0.0
2690.5,0.0
2691.5,0.0
2692.5,0.0
2693.5,13.498
2694.5,134.384
2695.5,246.668
2696.5,375.25
2697.5,511.77099999999996
2698.5,515.601
2699.5,689.6419999999999
2700.5,680.93
2701.5,699.35
2702.5,604.712
2703.5,409.52
2704.5,250.715
2705.5,90.2202
2706.5,1.6962700000000002
2707.5,0.0
2708.5,0.0
2709.5,0.0
2710.5,0.0
2711.5,0.0
2712.5,0.0
2713.5,0.0
2714.5,0.0
2715.5,0.0
2716.5,0.0
2717.5,13.5714
2718.5,152.89700000000002
2719.5,344.54
2720.5,544.58
2721.5,669.1619999999999
2722.5,758.346
2723.5,394.441
2724.5,369.046
2725.5,345.025
2726.5,300.748
2727.5,218.237
2728.5,123.24600000000001
2729.5,44.878
2730.5,0.0
2731.5,0.0
2732.5,0.0
2733.5,0.0
2734.5,0.0
2735.5,0.0
2736.5,0.0
2737.5,0.0
2738.5,0.0
2739.5,0.0
2740.5,0.0
2741.5,17.6758
2742.5,186.062
2743.5,413.69300000000004
2744.5,601.172
2745.5,678.2760000000001
2746.5,772.8910000000001
2747.5,322.491
2748.5,354.699
2749.5,269.309
2750.5,201.011
2751.5,170.699
2752.5,89.7004
2753.5,39.2471
2754.5,0.0
2755.5,0.0
2756.5,0.0
2757.5,0.0
2758.5,0.0
2759.5,0.0
2760.5,0.0
2761.5,0.0
2762.5,0.0
2763.5,0.0
2764.5,0.0
2765.5,7.17461
2766.5,112.713
2767.5,184.74099999999999
2768.5,189.981
2769.5,387.19800000000004
2770.5,410.501
2771.5,412.466
2772.5,527.711
2773.5,391.754
2774.5,402.75199999999995
2775.5,357.392
2776.5,257.152
2777.5,97.8684
2778.5,2.56897
2779.5,0.0
2780.5,0.0
2781.5,0.0
2782.5,0.0
2783.5,0.0
2784.5,0.0
2785.5,0.0
2786.5,0.0
2787.5,0.0
2788.5,0.0
2789.5,11.3703
2790.5,50.9355
2791.5,116.74
2792.5,170.84799999999998
2793.5,238.037
2794.5,267.64599999999996
2795.5,315.847
2796.5,340.124
2797.5,319.541
2798.5,252.90400000000002
2799.5,180.05599999999998
2800.5,117.325
2801.5,41.1358
2802.5,0.0
2803.5,0.0
2804.5,0.0
2805.5,0.0
2806.5,0.0
2807.5,0.0
2808.5,0.0
2809.5,0.0
2810.5,0.0
2811.5,0.0
2812.5,0.0
2813.5,11.6007
2814.5,56.5807
2815.5,112.535
2816.5,170.542
2817.5,206.666
2818.5,248.317
2819.5,251.0
2820.5,246.155
2821.5,232.97099999999998
2822.5,193.36900000000003
2823.5,142.864
2824.5,93.09299999999999
2825.5,36.1301
2826.5,0.0
2827.5,0.0
2828.5,0.0
2829.5,0.0
2830.5,0.0
2831.5,0.0
2832.5,0.0
2833.5,0.0
2834.5,0.0
2835.5,0.0
2836.5,0.0
2837.5,23.659000000000002
2838.5,147.975
2839.5,314.26599999999996
2840.5,471.841
2841.5,602.378
2842.5,668.403
2843.5,696.987
2844.5,691.448
2845.5,631.988
2846.5,545.372
2847.5,424.16900000000004
2848.5,243.835
2849.5,85.9084
2850.5,2.79337
2851.5,0.0
2852.5,0.0
2853.5,0.0
2854.5,0.0
2855.5,0.0
2856.5,0.0
2857.5,0.0
2858.5,0.0
2859.5,0.0
2860.5,0.0
2861.5,24.2891
2862.5,164.65200000000002
2863.5,373.296
2864.5,562.638
2865.5,713.072
2866.5,797.174
2867.5,833.3330000000001
2868.5,829.9830000000001
2869.5,760.85
2870.5,646.356
2871.5,481.78
2872.5,281.875
2873.5,91.286
2874.5,2.8526
2875.5,0.0
2876.5,0.0
2877.5,0.0
2878.5,0.0
2879.5,0.0
3624.5,0.0
3625.5,0.0
3626.5,0.0
3627.5,0.0
3628.5,0.0
3629.5,46.6953
3630.5,188.122
3631.5,374.717
3632.5,539.182
3633.5,667.83
3634.5,749.171
3635.5,777.525
3636.5,769.797
3637.5,720.048
3638.5,619.401
3639.5,477.204
3640.5,301.387
3641.5,126.35600000000001
3642.5,25.5257
3643.5,0.0
3644.5,0.0
3645.5,0.0
3646.5,0.0
3647.5,0.0
3648.5,0.0
3649.5,0.0
3650.5,0.0
3651.5,0.0
3652.5,0.0
3653.5,13.1625
3654.5,33.0174
3655.5,53.5586
3656.5,77.2967
3657.5,96.4819
3658.5,106.57799999999999
3659.5,105.86
3660.5,109.772
3661.5,103.895
3662.5,84.9369
3663.5,76.0836
3664.5,53.1759
3665.5,29.44
3666.5,5.61678
3667.5,0.0
3668.5,0.0
3669.5,0.0
3670.5,0.0
3671.5,0.0
3672.5,0.0
3673.5,0.0
3674.5,0.0
3675.5,0.0
3676.5,0.0
3677.5,33.1381
3678.5,82.0888
3679.5,132.863
3680.5,174.352
3681.5,210.97799999999998
3682.5,232.266
3683.5,244.465
3684.5,246.63299999999998
3685.5,236.375
3686.5,197.737
3687.5,170.30900000000003
3688.5,118.17399999999999
3689.5,64.6731
3690.5,18.8105
3691.5,0.0
3692.5,0.0
3693.5,0.0
3694.5,0.0
3695.5,0.0
3696.5,0.0
3697.5,0.0
3698.5,0.0
3699.5,0.0
3700.5,0.06896849999999999
3701.5,50.1134
3702.5,183.743
3703.5,345.522
3704.5,485.75199999999995
3705.5,586.576
3706.5,657.0930000000001
3707.5,690.086
3708.5,687.205
3709.5,640.4
3710.5,556.855
3711.5,433.853
3712.5,282.949
3713.5,127.04299999999999
3714.5,23.471
3715.5,0.0
3716.5,0.0
3717.5,0.0
3718.5,0.0
3719.5,0.0
3720.5,0.0
3721.5,0.0
3722.5,0.0
3723.5,0.0
3724.5,0.0
3725.5,52.9818
3726.5,115.712
3727.5,229.405
3728.5,290.955
3729.5,289.901
3730.5,319.709
3731.5,180.36599999999999
3732.5,355.282
3733.5,294.078
3734.5,322.844
